estrutura,arquivo,tempo_ms,comparacoes,insercoes,rotacoes,altura,colisoes,rehashes,fator_carga,palavras_totais,palavras_unicas
RB Dictionary,o_manifesto_comunista_english,5,1001642,2630,1578,14,-1,-1,-1.00,14516,2630
