estrutura,arquivo,tempo_ms,comparacoes,insercoes,rotacoes,altura,colisoes,rehashes,fator_carga,palavras_totais,palavras_unicas
ChainedHashTable Dictionary,o_manifesto_comunista_english,2,72320,2630,-1,-1,1584,8,0.48,14516,2630
