estrutura,arquivo,tempo_ms,comparacoes,insercoes,rotacoes,altura,colisoes,rehashes,fator_carga,palavras_totais,palavras_unicas
AVL Dictionary,o_manifesto_comunista_english,5,1021948,2630,3830,14,-1,-1,-1.00,14516,2630
