estrutura,arquivo,tempo_ms,comparacoes,insercoes,rotacoes,altura,colisoes,rehashes,fator_carga,palavras_totais,palavras_unicas
RB Dictionary,a_riqueza_das nacoes_english,152,29147399,10050,6319,16,-1,-1,-1.00,381823,10050
