estrutura,arquivo,tempo_ms,comparacoes,insercoes,rotacoes,altura,colisoes,rehashes,fator_carga,palavras_totais,palavras_unicas
RB Dictionary,kjv-bible,310,60194401,12578,8010,17,-1,-1,-1.00,823800,12578
