estrutura,arquivo,tempo_ms,comparacoes,insercoes,rotacoes,altura,colisoes,rehashes,fator_carga,palavras_totais,palavras_unicas
OpenAddressHashTable Dictionary,kjv-bible,67,4714354,12578,-1,-1,8855,10,0.57,823800,12578
