estrutura,arquivo,tempo_ms,comparacoes,insercoes,rotacoes,altura,colisoes,rehashes,fator_carga,palavras_totais,palavras_unicas
OpenAddressHashTable Dictionary,the-secret-garden,7,498805,5315,-1,-1,3970,9,0.49,85891,5315
