estrutura,arquivo,tempo_ms,comparacoes,insercoes,rotacoes,altura,colisoes,rehashes,fator_carga,palavras_totais,palavras_unicas
OpenAddressHashTable Dictionary,dom-casmurro,215,474466,9705,-1,-1,7391,10,0.00,72462,9705
