estrutura,arquivo,tempo_ms,comparacoes,insercoes,rotacoes,altura,colisoes,rehashes,fator_carga,palavras_totais,palavras_unicas
ChainedHashTable Dictionary,dom-casmurro,10,350682,9705,-1,-1,6075,10,0.00,72462,9705
