estrutura,arquivo,tempo_ms,comparacoes,insercoes,rotacoes,altura,colisoes,rehashes,fator_carga,palavras_totais,palavras_unicas
RB Dictionary,dom-casmurro,33,5930778,9705,5917,16,-1,-1,-1.00,72462,9705
